,grade,credit,weight
2725,B,15,65.97079366329224
2726,F,19,75.53652910602374
2727,D,16,67.01074389050609
2728,B,16,71.3023495123676
2729,F,18,67.03641257057964
2730,A,20,72.00909995741465
2731,F,17,66.3035102211736
2732,F,18,72.84415028883078
2733,B,19,63.1498507343604
2734,C,17,63.5456707829463
2735,C,15,74.63822251316745
2736,C,19,70.6671337105562
2737,F,21,77.56148193652817
2738,B,17,66.85293531505046
2739,C,16,75.2876007312466
2740,D,19,70.28999308005142
2741,B,20,72.07920316967174
2742,D,15,73.19641954593669
2743,A,17,60.222720872904745
2744,B,15,65.09117886665
2745,D,18,75.39075754673819
2746,C,14,79.10544879357337
2747,F,20,70.25572165911748
2748,D,20,68.76685383764524
2749,F,16,82.38632227524191
2750,C,17,72.99346657208869
2751,C,18,73.11932910051392
2752,C,18,63.67620923379446
2753,B,18,68.25946926882659
2754,F,16,73.59373644836909
2755,C,18,57.42234131682171
2756,B,19,67.84078912830124
2757,B,16,72.90006149451038
2758,F,19,67.08158803635789
2759,C,16,70.5641192746998
2760,D,18,77.33666002827347
2761,A,15,68.90620999582238
2762,C,20,61.742651303572885
2763,C,18,70.75438772023017
2764,B,13,65.16537274938999
2765,C,19,74.69464790912569
2766,C,19,75.5008234504588
2767,C,17,63.535118359812486
2768,A,19,82.26419068671775
2769,D,19,72.44915309040346
2770,F,19,64.82475229595596
2771,C,18,54.07178440883252
2772,D,18,72.50960665413916
2773,A,15,67.83951569746328
2774,C,17,55.84107433485391
2775,F,17,72.24878747262437
2776,F,16,72.40920531890218
2777,F,18,73.1053862679526
2778,D,15,69.27554796197889
2779,C,16,52.56741851357202
2780,A,17,68.970108514779
2781,D,17,65.25724953056645
2782,F,18,69.68297718348713
2783,F,19,65.8644822838321
2784,C,15,52.15633788298137
2785,D,21,83.25508688526719
2786,B,19,77.33804942948893
2787,C,20,64.07732017395342
2788,F,19,76.812302784722
2789,D,16,59.69703903171347
2790,D,18,61.233920755299465
2791,B,20,60.605794887109134
2792,B,18,70.23172672049246
2793,A,19,69.49860720973845
2794,D,17,69.31202171047333
2795,F,17,56.66394620845277
2796,D,15,65.41883667451638
2797,F,16,82.81350333464988
2798,D,20,64.00598239326702
2799,B,18,78.50254923991265
2800,F,18,61.413629613869006
2801,B,21,68.56192381690846
2802,A,18,62.90448247438012
2803,F,18,59.455740447625466
2804,A,18,75.37165115686467
2805,D,18,77.18774088062216
2806,C,16,63.371814347870846
2807,C,15,70.34982505265734
2808,D,18,69.39704952659574
2809,F,20,69.25302454843487
2810,D,17,66.75245756911406
2811,A,18,79.38651040665748
2812,C,19,64.87985072101108
2813,F,20,64.85687458388243
2814,D,16,73.16767075257285
2815,F,16,68.77898258749454
2816,F,15,70.5911630412726
2817,B,19,63.262340786074446
2818,B,16,87.2596876470502
2819,C,18,68.90202667743303
2820,C,17,66.74398906321109
2821,A,18,72.22077971696635
2822,A,18,66.29871025542188
2823,C,18,53.05829224979719
2824,C,18,68.97918916694348
2825,A,16,73.51170193386392
2826,B,16,65.59705910323278
2827,F,19,86.05013951587357
2828,A,18,63.41218272088736
2829,B,19,51.448272654982574
2830,B,17,90.39775315999313
2831,F,19,71.91844585501086
2832,C,16,52.44503127906127
2833,B,16,65.99903899303223
2834,D,18,60.117239287166825
2835,F,17,64.90964220081722
2836,B,17,68.02195502489845
2837,C,16,54.116863980034296
2838,D,15,62.37427766944682
2839,A,19,71.61249140521652
2840,B,16,58.379241809372516
2841,D,18,60.27780797980624
2842,B,14,73.95122037557418
2843,C,16,74.8372130899369
2844,B,19,68.51249952663699
2845,D,16,66.71342532693278
2846,F,18,65.5098555138267
2847,D,19,96.63061103850471
2848,C,19,78.32224897891112
2849,F,16,75.36043996469316
2850,D,18,70.80031551946897
2851,B,18,64.15991371092558
2852,A,16,72.84879963575885
2853,F,20,72.77693381951471
2854,D,16,64.38154572016144
2855,B,15,66.99188370886881
2856,A,16,64.78130750528803
2857,A,17,70.8262804666457
2858,D,17,61.82274200383206
2859,D,17,59.92006353198939
2860,F,18,66.50997422165277
2861,C,17,62.68192914229988
2862,F,16,71.98379347684538
2863,A,17,67.2022468010558
2864,A,21,73.6319503194835
2865,A,14,69.53353508500301
2866,B,17,63.93762739383649
2867,A,19,71.70409979791904
2868,C,18,53.55176242002629
2869,A,16,72.53532626175104
2870,C,19,82.60306731188453
2871,F,15,60.43512888342884
2872,F,16,73.94585869429265
2873,A,18,65.46526241521552
2874,A,20,64.43396945070069
2875,A,15,55.353539977537224
2876,C,15,54.25045509652995
2877,F,17,65.34839716155655
2878,D,17,59.722543724948274
2879,B,18,69.75523791486741
2880,A,17,72.42728192421099
2881,B,16,71.18928851636505
2882,C,17,76.01910318586128
2883,D,15,60.59693635070575
2884,B,20,54.26726491316983
2885,A,14,64.77750867980917
2886,B,17,66.48328232008886
2887,C,18,62.56925899962113
2888,B,18,80.7576452910996
2889,F,17,69.81579071847963
2890,D,19,53.583452438495925
2891,A,18,62.28878775583288
2892,B,17,79.25653132332192
2893,F,19,71.43661327709565
2894,B,21,71.49304108970053
2895,F,16,71.48915932144088
2896,F,19,71.55311452709569
2897,C,19,60.82441290044345
2898,B,16,69.18678133339628
2899,F,17,71.50878539659685
2900,B,17,71.5748720300169
2901,C,19,63.710631182359386
2902,A,20,69.75278796337169
2903,A,17,60.85368640263041
2904,C,19,65.65000780923751
2905,A,17,68.5276518289248
2906,C,18,67.28249523515181
2907,A,17,72.3059874300093
2908,A,18,67.07790304253221
2909,B,17,78.13935271737066
2910,F,14,61.00350013206911
2911,F,17,59.04366243867169
2912,D,19,74.55805970189324
2913,D,19,68.07368470648072
2914,A,17,73.25002252510757
2915,F,16,72.5195159278682
2916,A,18,81.21814639143028
2917,F,16,63.09151807197693
2918,F,20,58.04757718784627
2919,A,20,78.62191769676188
2920,D,17,61.34575408086325
2921,A,18,74.81752006566373
2922,A,17,65.1817444504581
2923,C,18,74.51528414749725
2924,B,17,70.5664305184628
2925,D,19,60.414516380364056
2926,B,18,54.953949779073255
2927,A,15,65.22656037415491
2928,D,20,78.21000352234351
2929,F,16,76.07285332419238
2930,B,18,82.51013503824417
2931,A,17,57.437280870471845
2932,A,19,55.260150895069486
2933,D,18,67.79963116837254
2934,B,18,64.18778760254555
2935,D,16,61.13220797716933
2936,C,18,69.54158664502697
2937,F,18,74.98713685130437
2938,F,18,60.854685672903926
2939,B,18,59.00440585499732
2940,A,18,67.65327401881885
2941,C,15,59.59680387083313
2942,F,19,82.20899658583092
2943,A,18,78.88610642911318
2944,D,18,69.73458269240462
2945,B,20,72.73408043368957
2946,D,14,58.328245857595945
2947,D,18,66.94365730418829
2948,A,17,65.34313406005946
2949,A,16,60.84483185784965
2950,F,16,71.71243508532262
2951,D,20,67.57024782384677
2952,D,20,81.75559277801368
2953,F,16,74.45647313339546
2954,A,18,60.59524009298111
2955,F,20,71.99506402864722
2956,F,17,67.5574695618906
2957,C,18,75.40557638237613
2958,D,17,65.10791438981036
2959,C,16,55.69936784840864
2960,C,17,75.8360124554559
2961,B,19,76.74264678436712
2962,B,19,59.579403923420635
2963,A,16,80.92240897687536
2964,A,19,64.29913275131393
2965,F,16,71.30042399652697
2966,D,17,68.75254962951277
2967,C,15,58.22142753955258
2968,B,18,78.07115153441063
2969,A,17,66.11644333348052
2970,C,19,67.64392052314483
2971,B,15,56.16709883994035
2972,C,18,53.61769421643666
2973,C,17,74.6715768937303
2974,A,15,72.35628103852463
2975,D,15,73.15510939786174
2976,F,16,49.33181448878979
2977,B,15,70.47281782212613
2978,C,17,60.4895351582775
2979,A,15,79.78030913366356
2980,A,15,61.82794183773639
2981,F,17,89.96820648465486
2982,B,21,71.65845275180206
2983,F,17,69.33787864590761
2984,F,18,67.83863649786522
2985,A,15,77.01135516401638
2986,B,17,65.19219507552354
2987,A,19,58.77829968081646
2988,B,18,70.35591459446267
2989,B,17,84.1305241104802
2990,F,19,81.30805819111423
2991,C,19,62.30507468967996
2992,B,17,65.74721285325556
2993,A,14,75.18940351734106
2994,A,20,62.890373586818946
2995,D,18,80.38155386692333
2996,C,18,64.2135209449664
2997,D,16,79.1076373727612
2998,B,15,58.703501079655894
2999,C,18,71.13659903173134
3000,C,19,58.052209582097966
3001,F,17,69.67524595910305
3002,F,13,76.89768614078326
3003,A,21,79.09188808819384
3004,B,17,69.39333949030465
3005,A,17,73.17606151971415
3006,B,20,77.92390805859884
3007,B,18,61.914419762363245
3008,B,18,57.060024298901396
3009,A,17,72.26022415292611
3010,D,17,60.15366616380358
3011,B,15,67.92713677448671
3012,A,15,61.42747212359585
3013,A,18,70.82465621129973
3014,C,16,69.72174177076063
3015,C,17,59.60656391318584
3016,C,17,59.07675531875143
3017,A,18,51.41749417569578
3018,A,22,66.49793121878321
3019,B,18,64.64852190251973
3020,A,18,69.908636407547
3021,C,19,63.68694997560359
3022,D,18,76.29505934929654
3023,F,18,68.16914469785755
3024,F,18,64.84043766879655
3025,B,17,59.89561030261069
3026,D,20,81.01279601107731
3027,C,14,49.63933720410546
3028,A,19,82.28004805667959
3029,C,18,49.35833218803015
3030,B,16,61.84447242440382
3031,B,17,72.43579353691841
3032,A,19,65.57169707750536
3033,A,18,65.18014270160201
3034,D,18,65.03163366035689
3035,A,17,67.60979329331175
3036,F,17,65.3565015116988
3037,A,21,66.98438853417578
3038,F,17,64.70836046233205
3039,A,16,59.7379198541215
3040,A,15,74.27072510990459
3041,D,19,43.92034357356174
3042,F,18,72.49383207451605
3043,D,17,63.51353138930882
3044,C,18,76.1375475827851
3045,F,15,72.15760645981368
3046,B,18,46.92008239171778
3047,C,18,64.21946134695764
3048,B,19,73.642204799766
3049,B,14,76.84409968922091
3050,B,18,61.42809382823002
3051,B,18,59.080771968418034
3052,D,16,68.50863104677016
3053,C,16,69.0544668102152
3054,F,17,71.4330694095919
3055,A,17,62.3027182890516
3056,B,18,69.49522167096364
3057,F,17,63.988032732757446
3058,B,15,66.11042970482343
3059,D,16,58.517483841543246
3060,D,19,72.8914409809339
3061,B,18,63.00094817604257
3062,A,19,61.71056158366934
3063,D,19,61.98379815847133
3064,D,20,52.42957366086245
3065,D,14,81.87636939522062
3066,A,18,77.66356978921878
3067,A,21,64.10492011239651
3068,D,15,75.87025177160199
3069,B,20,74.44427425390315
3070,F,17,61.834947659198704
3071,F,20,75.85733018636743
3072,A,15,81.58381111736183
3073,C,18,56.450376456638466
3074,B,18,81.85985339811263
3075,C,19,70.0822151574932
3076,A,19,65.99715446418355
3077,B,16,66.10493069657326
3078,D,18,68.88844927465877
3079,B,16,71.74121764797223
3080,A,18,75.02233547241659
3081,A,17,72.92268331918473
3082,D,22,75.19424851185634
3083,A,18,66.80969170780422
3084,D,15,68.90449485393185
3085,D,16,58.69922759057039
3086,C,17,68.54396823510164
3087,A,17,70.97501898124474
3088,F,17,71.49307605738711
3089,C,18,64.03208854233411
3090,D,18,63.33166068624048
3091,D,15,79.40065242617804
3092,A,17,62.95303515088712
3093,F,19,81.33773823551688
3094,F,16,61.67573598750124
3095,B,18,65.13436875491138
3096,B,20,74.05340031187886
3097,D,17,70.42355968893898
3098,C,17,66.56053723684035
3099,D,18,87.5727879495306
3100,A,18,77.7030308442917
3101,D,19,74.70578727738256
3102,F,17,53.08470660940203
3103,C,18,68.32301663370441
3104,B,21,65.4321657241617
3105,F,18,72.44548622958017
3106,B,15,73.41401941168867
3107,C,17,63.09615154123527
3108,D,15,74.85320710634365
3109,D,16,75.76013346812437
3110,B,16,62.902055143541794
3111,F,16,68.81778657318837
3112,B,18,70.3641080493165
3113,C,16,82.66338361579832
3114,F,19,61.84174514860317
3115,D,16,68.4567281732815
3116,F,16,73.96486271958354
3117,C,19,64.19290183987899
3118,D,19,64.66967042882051
3119,C,17,60.44794074805126
3120,B,19,66.65518402376323
3121,C,16,60.39861549904349
3122,F,18,65.66150301431948
3123,D,19,70.75908826746146
3124,A,17,70.60237017769167
3125,B,19,68.50177641028176
3126,B,15,65.25130481623772
3127,B,19,79.63310048266993
3128,B,17,60.36278499470073
3129,D,16,68.44156182662407
3130,C,16,58.060569435906295
3131,F,19,63.36668676884275
3132,B,17,60.47769764884742
3133,B,17,61.048391924873854
3134,A,18,68.28020060926869
3135,C,17,69.99010679951633
3136,D,15,72.32560350302737
3137,A,17,71.18799786652747
3138,C,19,77.1979024501833
3139,B,16,72.88933734601758
3140,A,19,74.75792557450433
3141,A,17,68.79290110365217
3142,F,17,75.2599743126707
3143,F,16,76.2341695478879
3144,B,18,68.35097690044438
3145,F,17,68.80258688475253
3146,A,20,60.9702841177112
3147,F,16,67.86005664416746
3148,D,16,61.349490165217276
3149,D,18,77.27270656063419
3150,C,17,60.471939846543236
3151,B,18,74.34893290376438
3152,F,16,72.33403488296682
3153,D,17,74.75177047624268
3154,B,15,63.98402332384772
3155,A,19,73.8732789533138
3156,B,18,67.36003181246592
3157,D,17,69.84539551147643
3158,F,17,72.03260243951725
3159,D,17,72.1080551113434
3160,C,20,47.29429729214367
3161,A,16,66.61222729480147
3162,C,13,71.52707886824899
3163,A,17,73.75826396136267
3164,A,18,62.648833326082574
3165,A,15,69.24116814275877
3166,A,15,71.44707859408962
3167,A,16,71.44422523929161
3168,C,19,62.3246260402099
3169,F,19,64.2162904394627
3170,A,19,63.041568556918506
3171,B,16,66.11284437807691
3172,C,17,64.88769673565102
3173,D,18,68.34541407692795
3174,F,17,79.37765832161693
3175,C,19,56.77603350325619
3176,F,18,55.6184855221818
3177,A,17,67.78329316378505
3178,F,20,68.8296422686877
3179,A,19,55.438271478314824
3180,A,16,80.12354689051702
3181,C,19,67.6883911566365
3182,C,17,69.40298135391821
3183,F,14,60.89430864160145
3184,D,18,61.00013434234162
3185,C,18,50.82349917187085
3186,F,19,59.728333188812655
3187,D,16,69.5712076584496
3188,C,16,65.57918271599362
3189,B,17,66.18332305807348
3190,F,17,65.59190357416107
3191,D,20,57.82247735071989
3192,B,15,69.2198793876503
3193,F,16,67.52456911747069
3194,A,18,67.75386338599552
3195,F,18,62.17603522707402
3196,F,15,75.9143461118992
3197,D,18,70.75449533696295
3198,F,17,55.75089970025713
3199,D,18,64.18960962140665
3200,D,15,66.9410874474785
3201,D,17,64.9179555556708
3202,A,17,65.01844249530185
3203,B,17,61.33415514993991
3204,A,18,59.07550573401919
3205,D,16,70.6359571301778
3206,D,20,75.94836965962057
3207,B,20,57.041321898706954
3208,A,18,85.39290739409714
3209,F,18,48.69402027747006
3210,C,17,75.38522763716574
3211,D,17,64.97692175409028
3212,C,15,57.69865817103474
3213,A,17,61.92546415801555
3214,F,17,66.49379740461293
3215,A,16,69.39801392798671
3216,D,17,57.14453344084909
3217,F,18,56.221174937193744
3218,D,18,60.14764667506197
3219,D,19,81.80281660487985
3220,B,16,60.977297075958305
3221,D,17,59.19668187352268
3222,B,16,59.452459999728646
3223,F,18,70.37872884202092
3224,F,16,76.72424198901136
3225,F,19,64.48850521963763
3226,D,19,59.58610237123935
3227,D,17,64.51011916247549
3228,A,15,74.23538745869777
3229,B,17,69.94172811680959
3230,C,18,76.32429551802933
3231,C,20,71.30942164266615
3232,D,17,72.319129757149
3233,F,19,56.493886442768975
3234,B,19,69.30781233749263
3235,C,15,81.44437356761702
3236,B,16,73.92785992936453
3237,C,17,71.54461981070004
3238,B,16,78.1670304147744
3239,F,15,53.59633871807122
3240,C,17,53.10078441951443
3241,F,17,68.97168844584412
3242,B,18,66.56199857386459
3243,D,15,56.62453130478652
3244,B,17,53.135327738730844
3245,D,17,75.82343684720308
3246,B,17,68.41444338872287
3247,A,19,74.10642634658886
3248,B,16,53.94045806204978
3249,D,17,60.102000409334494
3250,B,17,64.41867753078611
3251,D,13,64.28382990004356
3252,C,19,61.23103751416839
3253,F,17,70.94338881123373
3254,B,20,83.96504167364277
3255,F,18,63.17922583069497
3256,C,19,60.93242368615489
3257,C,18,63.626676442665286
3258,F,18,74.34338663678741
3259,A,16,72.88492665261737
3260,C,18,74.81829543080345
3261,A,16,67.2409894033733
3262,A,15,62.34424273350819
3263,B,19,64.059089970397
3264,F,18,60.7325137523711
3265,A,17,72.90328488657407
3266,D,22,69.40814800863689
3267,D,17,63.67912831110695
3268,F,18,66.47041567958918
3269,D,18,49.060877531047005
3270,A,16,84.14610321300235
3271,C,20,74.90840764805893
3272,D,17,69.29937365732935
3273,F,16,64.69703243654982
3274,F,19,77.78098375420736
3275,C,17,72.63671113540738
3276,B,16,72.50502746661752
3277,F,19,68.80476602184011
3278,A,17,81.1014268986576
3279,D,19,74.41135545943827
3280,F,18,66.40481851583786
3281,C,19,66.05911690091473
3282,A,17,60.240752403934984
3283,A,17,61.32409316966519
3284,B,18,71.6606319621138
3285,A,18,77.6914556591067
3286,B,16,68.45823836081594
3287,F,18,68.20118890153178
3288,A,15,64.52689465707735
3289,C,18,77.4233717844981
3290,A,15,61.984030898897984
3291,F,17,81.11404266266563
3292,F,22,60.2022805424387
3293,C,17,81.37974685354742
3294,C,18,58.627974404862464
3295,B,16,80.62870792563857
3296,F,16,70.12829591032421
3297,F,19,63.00459655562707
3298,B,19,81.48119346683751
3299,D,20,68.66301820603721
3300,A,20,69.78219944015059
3301,A,16,61.329690071637785
3302,D,18,56.155459795622264
3303,A,19,73.46493882837066
3304,A,19,64.00247983541492
3305,D,18,59.953451212193464
3306,F,17,70.18739879375748
3307,B,19,69.9149106025016
3308,C,21,69.51007151827653
3309,C,19,65.7408990921688
3310,D,19,71.99387634709048
3311,D,20,69.9897177347453
3312,F,15,89.50652993139403
3313,F,17,64.72074015984875
3314,A,17,71.55685451236239
3315,B,20,86.53418115020445
3316,A,16,64.74361489579746
3317,F,15,72.26813447867649
3318,D,18,84.29674182170656
3319,D,20,76.9627111804052
3320,D,18,77.77550982511337
3321,F,17,56.69681939549032
3322,F,18,75.97904894802465
3323,F,19,55.8493774542473
3324,A,20,66.76273814586554
3325,F,17,67.36741126759551
3326,B,16,72.14939216052431
3327,B,16,75.07933817653912
3328,A,19,62.32408101099675
3329,B,18,65.64470518895699
3330,A,18,53.72816522619175
3331,A,17,54.49318777961255
3332,A,18,59.56107629680242
3333,A,19,62.017728597683714
3334,C,15,54.42484020826201
3335,C,17,69.48941889343706
3336,F,20,70.73298629353678
3337,A,20,75.44764299297738
3338,A,16,74.61654516629783
3339,F,19,50.66830742310353
3340,F,15,64.59535203685277
3341,D,18,68.58010246203402
3342,D,18,57.12084849225357
3343,A,23,76.2367389156851
3344,B,18,71.73055797093362
3345,F,19,69.71170089463727
3346,F,19,77.05424149152164
3347,F,21,57.17798120036204
3348,A,18,67.9761198416111
3349,C,17,60.222642312445274
3350,C,18,75.39484658959009
3351,D,16,67.07701240392596
3352,C,17,65.6249671166714
3353,D,18,67.2918418955198
3354,A,19,63.103773787281135
3355,C,16,67.0384305080071
3356,F,17,77.78025120291721
3357,C,19,74.59348210079771
3358,B,18,59.11306463828479
3359,A,17,84.49001102154301
3360,B,15,72.88460611605008
3361,F,15,64.21731333115622
3362,D,19,78.5277748312328
3363,C,18,71.48594491778383
3364,B,18,82.13874867714402
3365,D,19,64.51293798919228
3366,D,18,70.41760882462147
3367,D,17,64.83618719308693
3368,D,17,71.04670569256447
3369,B,15,57.04606862449125
3370,F,15,72.28318831772327
3371,F,16,68.8281297411071
3372,D,19,58.93291196464787
3373,F,19,62.11354861084321
3374,D,18,68.1656452293924
3375,C,15,70.47834474822578
3376,A,18,67.54201796352565
3377,A,17,72.33224687818922
3378,D,17,72.33925378215599
3379,C,18,76.45570388969122
3380,F,17,65.62852941288313
3381,B,16,75.32432127035536
3382,B,19,68.97503339369793
3383,D,19,57.54391643893146
3384,A,17,58.547614594186115
3385,C,16,57.86730579904106
3386,B,17,67.85599233380238
3387,D,15,68.59393612373378
3388,C,16,66.56383167318663
3389,B,17,59.79175796729304
3390,C,20,74.2287507536586
3391,F,16,68.1580091564554
3392,D,19,77.91780477608215
3393,D,15,71.41399024363218
3394,B,15,59.86446403450939
3395,A,16,65.37791667568005
3396,A,15,72.06340655355528
3397,C,17,59.364380721450786
3398,F,16,67.4522449974678
3399,B,14,73.53068004858696
3400,D,16,60.574797472809045
3401,B,17,58.11823540775454
3402,F,18,61.34193326505616
3403,F,17,70.93952177779595
3404,F,18,71.35049545076396
3405,C,22,80.46199253251882
3406,A,18,78.23429789429242
3407,A,19,40.852363141652006
3408,C,18,68.58100136592863
3409,B,19,74.23594178101521
3410,D,19,56.3410932893232
3411,B,16,83.16453541634125
3412,C,15,69.14933744402951
3413,B,18,69.45315112344808
3414,D,16,73.2872154533879
3415,D,18,67.79693740923821
3416,A,17,65.07428679513424
3417,D,20,74.37760823805692
3418,C,18,75.90818832300094
3419,F,14,61.91398570006859
3420,A,17,66.52675344793336
3421,F,17,68.00209639876712
3422,D,18,73.75825433107819
3423,C,18,59.58999518835157
3424,D,19,80.40455401697749
3425,B,17,60.87355316570539
3426,A,19,61.67567641552039
3427,F,19,56.641143894967655
3428,B,18,68.67910659567616
3429,C,19,61.59789073378959
3430,C,18,63.420630194640445
3431,B,19,70.53085376093428
3432,C,20,64.57758226285097
3433,C,15,76.31475979242734
3434,D,17,66.09128003196717
3435,C,15,71.20077112955106
3436,B,18,77.31790285192406
3437,F,18,58.818233454121206
3438,A,18,75.09426176538858
3439,F,21,81.98806547955468
3440,A,20,57.73419485399327
3441,C,15,74.7342225200249
3442,B,15,74.75946975739068
3443,D,21,61.18175535128154
3444,C,17,61.714424425061765
3445,C,19,77.70094307883475
3446,C,18,75.56950636930138
3447,D,14,73.99521796181972
3448,F,16,76.09826090512554
3449,D,22,76.0963992441243
3450,B,20,63.363399072365524
3451,F,16,65.44102271948059
3452,D,19,65.2547627925722
3453,C,17,75.18481029810994
3454,F,16,64.89642447170385
3455,C,17,75.77378026270338
3456,D,16,65.53264397641325
3457,F,19,72.19748531005105
3458,C,18,72.31122674540696
3459,F,17,68.48284455026634
3460,B,17,86.4296444872468
3461,B,16,73.20018715170227
3462,B,17,85.40375943261648
3463,C,17,62.06994005611935
3464,F,18,59.36977145675355
3465,B,16,65.1580445623704
3466,D,17,63.044030251149046
3467,F,18,66.78228273533169
3468,C,16,61.909125034491744
3469,D,19,48.44565419263098
3470,F,18,55.380802967089096
3471,C,18,72.30605980457999
3472,D,18,59.40644145107076
3473,A,16,66.07930290007806
3474,A,17,77.68297133461704
3475,A,16,79.7213368239754
3476,B,13,75.70298144657394
3477,D,17,71.55057729822646
3478,D,17,68.61030610924496
3479,F,19,74.39747568767187
3480,B,18,55.80575427855839
3481,D,14,73.81098371816587
3482,B,18,62.0526796599874
3483,F,17,65.45062565208293
3484,B,17,69.28927209911038
3485,A,16,68.75374628979883
3486,D,18,70.6445215656585
3487,D,16,73.42513721036804
3488,F,18,70.58866852610198
3489,C,18,72.3593625671244
3490,B,19,67.96923125221367
3491,A,15,67.01295819695564
3492,D,18,62.48605112083079
3493,C,19,67.08118018361299
3494,B,16,59.74815375598138
3495,C,20,59.90356110909193
3496,D,18,62.58560991107004
3497,B,16,64.81386756836207
3498,C,16,72.49602297322726
3499,C,15,67.96676598355324
3500,B,17,59.02616985330536
3501,C,17,60.45994795110554
3502,C,16,33.876946589128714
3503,D,16,67.04612610184994
3504,F,17,76.02604313252013
3505,B,18,64.30454911846316
3506,F,18,75.29563447324378
3507,D,18,66.34742036843616
3508,F,19,64.73835195884199
3509,A,22,74.08373276148714
3510,A,20,64.36704531325238
3511,F,15,71.62378759283503
3512,D,19,73.2256489730364
3513,F,20,78.75935891157928
3514,A,19,69.15291220465501
3515,A,18,79.26455768510812
3516,F,18,57.86220658360011
3517,B,21,69.78796710906772
3518,B,17,45.30881149680708
3519,D,19,70.49238240350168
3520,D,16,81.01185367629266
3521,A,15,57.6861068863648
3522,F,16,64.09828746106778
3523,D,15,64.8969879339967
3524,F,18,55.812026111224434
3525,C,18,76.71056099217337
3526,B,20,82.65535615828351
3527,B,17,66.6630898308088
3528,D,18,74.7126620306895
3529,D,20,67.95026233067794
3530,D,16,69.7021773163884
3531,B,17,85.24687664481162
3532,D,17,69.30646721289911
3533,F,16,64.72181719553139
3534,A,19,84.46700225215272
3535,C,15,78.02259409017363
3536,F,16,71.35540127251623
3537,B,16,65.76422613967803
3538,D,21,58.17637823855207
3539,B,19,64.39771733291998
3540,D,19,74.71975627544201
3541,D,16,65.07615141572006
3542,F,17,79.85111831804213
3543,F,18,69.31380117076961
3544,C,19,75.08124207692289
3545,A,17,61.53735379149419
3546,D,19,78.00149061104406
3547,A,19,74.95026364418783
3548,D,17,69.00478172523563
3549,D,17,58.90500074508387
3550,D,16,75.21872633977986
3551,D,18,61.08420208897902
3552,A,17,74.44458078894033
3553,A,19,80.8497017774376
3554,F,19,47.61692590883021
3555,F,20,56.17604908880338
3556,A,18,60.975897224370186
3557,B,16,75.38194361655299
3558,C,17,77.56145864812535
3559,F,18,55.83074826581596
3560,A,18,69.72369511177224
3561,A,19,71.56436562775534
3562,D,18,63.23593671819929
3563,C,18,73.44004295698583
3564,D,17,60.47464684494652
3565,F,13,56.86995482216126
3566,C,19,62.87776703113568
3567,A,16,70.91550011893575
3568,A,16,76.08782351310253
3569,C,18,56.53415043904367
3570,A,18,68.60666785895053
3571,B,19,68.4881470693802
3572,C,17,74.62052349421268
3573,B,17,78.13494612340021
3574,B,17,79.94092843863986
3575,D,17,68.33324467303665
3576,B,17,74.06085361603304
3577,C,19,66.70339707983123
3578,F,17,63.23834513138203
3579,B,18,61.26030609072146
3580,B,19,53.003093148830715
3581,D,17,74.57145672901856
3582,B,21,74.16816319104623
3583,A,18,53.3845012261187
3584,D,16,72.09337929317564
3585,B,17,65.80999660727603
3586,D,18,64.30938049528376
3587,A,19,82.65759368541339
3588,D,17,59.058474895963165
3589,A,16,70.42689791635107
3590,B,17,84.89407508835728
3591,B,19,63.94584828489091
3592,C,17,62.984975324188426
3593,A,16,76.25474839673996
3594,A,18,63.5124877343286
3595,C,17,85.5615712048286
3596,B,16,56.269917646756355
3597,F,17,77.59004208219403
3598,D,18,73.15063852665668
3599,B,19,53.943638275435546
3600,D,21,73.42475406873987
3601,D,19,74.49370422525047
3602,F,15,75.34982428326508
3603,C,16,65.04201354284706
3604,F,16,66.80400858086922
3605,A,18,76.65016572585073
3606,B,16,73.06291967638455
3607,D,17,68.71041889395374
3608,A,19,56.354294667850624
3609,B,22,67.39251789659076
3610,D,17,68.40620376497084
3611,F,17,60.33118322350187
3612,F,19,71.34806563841863
3613,D,20,66.8443244853745
3614,F,19,58.54606866434735
3615,C,15,64.51629208367126
3616,F,19,58.04654844616719
3617,B,18,63.7101166933095
3618,C,18,69.12962970721529
3619,D,16,64.91363975499645
3620,D,17,71.8338255671421
3621,B,17,71.8611147667521
3622,D,17,66.96614177404729
3623,C,18,75.26399574211719
3624,F,17,54.530291003224576
3625,D,15,59.867223557149394
3626,D,16,79.62024842459448
3627,D,18,71.69057780287054
3628,C,15,68.2647986723198
3629,F,17,63.80766574675908
3630,C,15,54.678920330017384
3631,D,16,62.901461315264555
3632,A,17,54.535727251090265
3633,F,18,64.82442441990676
3634,A,19,80.25229386909325
3635,F,16,70.88574248493961
3636,C,16,61.7075511461065
3637,A,20,69.53382197480737
3638,F,17,62.703642983444766
3639,F,17,60.21443458351061
3640,D,19,58.84500617002495
3641,F,18,72.7953333799622
3642,A,16,67.07050559136513
3643,F,18,71.72304833731252
3644,D,18,78.30074895591996
3645,C,15,67.27156552303752
3646,A,18,58.74262905815777
3647,F,19,72.3383515781275
3648,B,18,73.20030307770334
3649,D,19,57.31481064247723
3650,F,17,59.93248590659272
3651,D,18,64.1317404381661
3652,C,16,66.51034933959446
3653,C,19,62.22858121464066
3654,A,16,73.46154798355512
3655,F,18,69.77338172111443
3656,B,16,73.43029618102653
3657,B,17,60.24997309221039
